,fuel,make,odometer,price,title status,transmission,VIN,condition,drive,paint color,type,cylinders,size,price_num
2308, gas,2000 volvo v70r, 292000,"$4,200", clean, automatic,, good, 4wd, silver, wagon, 5 cylinders,,4200
2309, gas,2004 audi s4 avant, 220000,"$7,000", rebuilt, manual,, excellent, 4wd, black, hatchback, 8 cylinders, full-size,7000
2310, gas,2010 gmc 1500 sierra, 264000,"$8,999", parts only, automatic,, good, 4wd, black,, 8 cylinders,,8999
2311, gas,2011 2011 VW Jetta, 111100,"$3,500", rebuilt, automatic, 3VWDX7AJ1BM309809, good,, silver, sedan, 4 cylinders,,3500
2312, gas,2014 nissan versa note, 60902,"$9,998", clean, automatic, 3N1CE2CP1EL353413, excellent, fwd, blue, hatchback, 4 cylinders,,9998
2313, diesel,2007 dodge ram 3500, 1,"$24,900", clean, automatic,, excellent, 4wd, red, truck, 6 cylinders, full-size,24900
2314, gas,2019 Toyota Camry SE, 36696,"$22,900", clean, automatic, 4T1B11HK4KU220573, like new, fwd, white, sedan, 4 cylinders, full-size,22900
2315, gas,2016 Infiniti Q50, 39500,"$28,500", clean, automatic,, like new, 4wd, black,, 4 cylinders,,28500
2316, gas,2009 bmw 750li, 91000,"$14,800", clean, automatic,, excellent, rwd, grey, sedan, 8 cylinders, full-size,14800
2317, gas,2009 gmc sierra 1500, 190000,"$10,500", clean, automatic,, new, rwd, silver,, 6 cylinders, full-size,10500
2318, gas,2011 gmc terrain, 205000,"$7,500", clean, automatic,, new, fwd, black, SUV, 6 cylinders, mid-size,7500
2319, gas,2019 chevrolet cruze, 31776,"$16,490", clean, automatic, 1G1BE5SM7K7106326, like new, fwd, white, sedan, 4 cylinders, mid-size,16490
2320, gas,2002 hyandai elantra, 186000,"$1,700", clean, automatic,, good, fwd, silver, sedan, 4 cylinders,,1700
2321, electric,2016 Tesla model S70, 53000,"$63,000", clean, automatic,,,,,,,,63000
2322, gas,2004 Toyota Corolla, 170000,"$4,200", clean, automatic,, excellent,,, sedan, 4 cylinders,,4200
2323, gas,2011 hyundai santa fe gls, 142000,"$7,950", clean, automatic,, excellent, 4wd,,,,,7950
2324, gas,2014 kia forte sx, 103000,"$9,950", clean, automatic,, like new,,,,,,9950
2325, gas,2010 hyundai santa fe limited awd, 167000,"$6,950", clean, automatic,, excellent, 4wd,,,,,6950
2326, gas,2012 dodge journey r/t, 136000,"$8,950", clean, automatic,, like new, 4wd,,, 6 cylinders,,8950
2327, gas,2005 Dodge Caravan SE, 297000,"$1,600", clean, automatic, 1D4GP25R25B349883, good, fwd, silver, van,,,1600
2328, gas,2019 Mitsubishi Mirage, 27030,"$13,980", clean, automatic, ML32A3HJ8KH008598, excellent, fwd,, hatchback,,,13980
2329, gas,2013 acura ilx, 87000,"$12,000", clean, automatic,, excellent,, black, sedan, 4 cylinders,,12000
2330, gas,2010 Ford f150, 237000,"$4,990", clean, automatic,,,,,,,,4990
2331, hybrid,2020 toyota prius prime, 9400,$405, clean, automatic,, excellent,, grey,,,,405
2332, gas,2013 ford focus titanium, 67000,"$9,000", clean, automatic,, good, fwd, white, hatchback, 4 cylinders, compact,9000
2333, gas,2007 2007 Hyundai Accent, 149000,"$3,900", clean, automatic, KMHCN35C87U003696, like new, fwd, black, coupe, 4 cylinders, compact,3900
2334, gas,1999 mercedes benz e320 4matic, 199000,"$3,300", clean, automatic,, excellent, 4wd, black, sedan, 6 cylinders, full-size,3300
2335, gas,2019 Mitsubishi Mirage, 21170,"$13,980", clean, automatic, ML32A3HJ2KH008354, excellent, fwd, white, hatchback,,,13980
2336, gas,2010 lexus rx 350, 149000,"$16,990", clean, automatic,, like new, 4wd, black, SUV, 6 cylinders, mid-size,16990
2337, diesel,2012 Ram 2500, 189919,"$29,890", clean, automatic,,,,,,,,29890
2338, gas,2007 Hummer H2, 158,"$20,990", clean, automatic,, excellent, 4wd, black, SUV,,,20990
2339, gas,2003 jaguar xj8, 185000,"$7,500", clean, automatic,, excellent, rwd,, sedan, 8 cylinders, full-size,7500
2340, diesel,2017 Ford f-350, 129891,"$61,900", clean, automatic,,,,,,,,61900
2341, gas,2019 Mitsubishi Mirage, 25330,"$13,980", clean, automatic, ML32A3HJ1KH011990, excellent, fwd, black, hatchback,,,13980
2342, gas,2002 2002 nissan pathfinder, 240000,"$3,500", clean, automatic,, good, 4wd, silver, SUV, 6 cylinders, mid-size,3500
2343, diesel,2017 Ford f-350, 149899,"$53,999", clean, automatic,,,,,,,,53999
2344, gas,2011 ford escape xlt, 150676,"$7,888", clean, automatic,, excellent, fwd, grey,, 4 cylinders,,7888
2345, gas,2012 hyundai sonata, 110000,"$5,800", rebuilt, automatic,, good, fwd, grey, sedan, 4 cylinders, mid-size,5800
2346, gas,2006 dodge ram 1500, 205000,"$3,450", clean, automatic,,,,,,,,3450
2347, gas,2009 ford f150 4x4, 400000,"$2,650", clean, automatic,,,,,,,,2650
2348, gas,2011 mercedes benz c250, 87000,"$11,400", clean, automatic,, like new, 4wd, black, sedan, 6 cylinders, mid-size,11400
2349, gas,2009 Dodge Journey, 144900,"$6,000", clean, automatic,, excellent, fwd, white,, 4 cylinders,,6000
2350, gas,2019 Mitsubishi Mirage, 25960,"$13,980", clean, automatic, ML32A3HJ7KH007703, excellent, fwd, grey, hatchback,,,13980
2351, gas,2013 subaru xv crosstrek, 230000,"$13,500", clean, automatic,, good, 4wd, white, hatchback,, sub-compact,13500
2352, diesel,2011 Ford f-350, 273873,"$27,900", clean, automatic,,,,,,,,27900
2353, diesel,2015 mercedes benz ml350, 127165,"$26,998", clean, automatic,, excellent,, black, SUV, 6 cylinders,,26998
2354, gas,2006 mazda 5, 23000,"$3,000", clean, automatic,,,, white, hatchback,, mid-size,3000
2355, gas,2018 lexus rx 350, 20467,"$47,990", clean, automatic,,,,,,,,47990
2356, diesel,2007 gmc sierra 2500, 329655,"$16,900", clean, automatic,,,,,,,,16900
2357, diesel,2013 Ford f-350, 329000,"$27,900", clean, automatic,,,,,,,,27900
2358, gas,2004 chevrolet astro cargo van, 200000,"$1,700", clean, automatic,, fair, rwd, white, van, 6 cylinders, mid-size,1700
2359, gas,2019 Mitsubishi Eclipse Cross, 13325,"$28,980", clean, automatic, JA4AT4AA0KZ600679, excellent, 4wd,, SUV,,,28980
2360, gas,2010 bmw m3, 60000,"$45,000", clean, manual,, like new, rwd, white,, 8 cylinders,,45000
2361, gas,2004 bmw 3 series, 230000,"$6,000", clean, automatic,, excellent, rwd, blue, coupe, 6 cylinders, compact,6000
2362, gas,2014 Toyota Corolla S, 70000,"$13,875", clean, automatic,, excellent,, black, sedan, 4 cylinders,,13875
2363, gas,2011 Toyota Tacoma TRD, 90000,"$32,000", clean, automatic,,,,,,,,32000
2364, gas,2016 bmw x3, 54500,"$28,800", clean, automatic,, excellent, 4wd, white, SUV, 4 cylinders,,28800
2365, gas,2000 Acura Integra, 275500,"$3,000", clean, automatic,, excellent, fwd, black, coupe, 4 cylinders, compact,3000
2366, gas,2005 Subaru impreza 2.5rs, 160518,"$7,500", clean, automatic,, excellent, 4wd, black, sedan, 4 cylinders, mid-size,7500
2367, gas,2012 mini cooper s, 45500,"$19,999", clean, manual,, like new, fwd, black, hatchback, 4 cylinders, compact,19999
2368, gas,2000 jeep wrangler, 187000,"$10,500", clean, manual,, good, 4wd, grey,, 6 cylinders, mid-size,10500
2369, gas,2014 ford f-150, 163000,"$10,500", clean, automatic,,,,,,,,10500
2370, gas,2017 jeep cherokee 4x4 north, 49379,"$24,185", clean, automatic, 1C4PJMCBXHW669885,,,,,,,24185
2371, gas,2019 Mitsubishi Eclipse Cross, 31,"$26,980", clean, automatic, JA4AT3AA4KZ600727, excellent, 4wd,, SUV,,,26980
2372, gas,2001 Cavalier Z24, 211000,"$2,450", clean, automatic,, excellent, fwd, black, coupe, 4 cylinders,,2450
2373, gas,2017 acura mdx, 50300,"$39,500", clean, automatic,, excellent, 4wd, white, SUV, 6 cylinders, full-size,39500
2374, gas,2007 cadillac dts, 126000,"$7,500", clean, automatic,, excellent, fwd, white, sedan, 8 cylinders, full-size,7500
2375, gas,2009 hyundai elantra, 270000,"$2,500", clean, manual,, good, fwd, white, sedan, 4 cylinders, compact,2500
2376, hybrid,2020 ford fusion hybrid, 15260,"$24,800", clean, automatic,, like new,, blue, sedan, 4 cylinders,,24800
2377, gas,2008 bmw 328i, 154000,"$6,900", clean, automatic,,,,,,,,6900
2378, gas,2014 porsche panamera 4, 43000,"$49,800", clean, automatic,, excellent, 4wd, black, sedan, 6 cylinders, full-size,49800
2379, gas,2019 Mitsubishi Eclipse Cross, 12521,"$28,980", clean, automatic, JA4AT4AA8KZ600249, excellent, 4wd, white, SUV,,,28980
2380, gas,2014 toyota corolla le eco plus, 41000,"$13,600", clean, automatic,, like new, fwd, grey, sedan, 4 cylinders, full-size,13600
2381, gas,2006 volkswagen jetta 2.5 premium, 183800,"$3,950", clean, automatic,, excellent, fwd, red, sedan, 4 cylinders, mid-size,3950
2382, gas,2009 mitsubishi lancer ralliart, 68000,"$15,000", clean, other,, like new, 4wd, red, sedan, 4 cylinders, mid-size,15000
2383, gas,2017 Audi Q5, 1,$300, clean, automatic,, new,,,,,,300
2384, gas,2008 dodge ram 1500, 475000,"$5,000", clean, automatic,, excellent,,,,,,5000
2385, gas,2020 Mitsubishi Outlander PHEV, 31,"$42,298", clean, automatic, JA4J24A59LZ608528, excellent, 4wd, black, SUV,,,42298
2386, gas,2009 Nissan Cube, 141000,"$6,900", clean, automatic,, like new, fwd, grey, SUV, 4 cylinders, mid-size,6900
2387, gas,2020 Mitsubishi Outlander PHEV, 20,"$35,798", clean, automatic, JA4J24A5XLZ613222, excellent, 4wd, black, SUV,,,35798
2388, gas,2018 ford F150 f-150, 36000,"$44,997", clean, automatic,, like new, 4wd, white, pickup, 6 cylinders,,44997
2389, gas,2003 honda civic, 197000,"$2,500", rebuilt, automatic,, good,, silver,,, sub-compact,2500
2390, gas,2008 infiniti g37, 197900,"$7,850", rebuilt, automatic,, good, rwd, white, coupe, 6 cylinders,,7850
2391, gas,2018 jeep, 36459,"$40,212", clean, automatic, 1C4BJWDGXJL858012, like new,,,,,,40212
2392, gas,2016 mercedes benz s550, 114000,"$49,900", clean, automatic,, like new, 4wd, white, sedan, 8 cylinders, full-size,49900
2393, gas,2016 bmw 328i xdrive, 82000,"$23,888", clean, automatic,, excellent, 4wd, white, sedan, 4 cylinders, full-size,23888
2394, gas,1979 GMC Rally Van, 110000,"$2,500", clean, automatic,, good, rwd, blue, van, 8 cylinders, full-size,2500
2395, gas,2000 bmw 540i, 134000,"$7,500", clean, automatic,, excellent, rwd, black,,, full-size,7500
2396, gas,2007 dodge nitro slt, 223000,"$4,500", rebuilt, automatic,, good, 4wd, brown, SUV, 6 cylinders, full-size,4500
2397, gas,1998 mitsubishi eclipse, 241000,"$2,950", rebuilt, manual,,,,, convertible,,,2950
2398, gas,2020 2020 ACURA TLX A-SPEC FWD, 17000,"$34,986", clean, automatic,, like new, fwd, black, sedan, 4 cylinders,,34986
2399, gas,2002 honda civic, 299000,"$1,200", clean, manual,,,,,,,,1200
2400, gas,2002 honda civic, 299000,"$1,200", clean, manual,,,,,,,,1200
2401, gas,2016 honda hrv, 105271,"$17,888", clean, automatic,,, 4wd, grey,, 4 cylinders,,17888
2402, gas,2019 Audi A5, 24000,$849, clean, automatic,, like new,, black,, 4 cylinders,,849
2403, diesel,2006 Fort f350, 180000,"$2,600", parts only, automatic,,,,,,,,2600
2404, gas,2009 pontiac torrent, 186493,"$2,950", clean, automatic,, excellent, fwd, grey, SUV, 6 cylinders, compact,2950
2405, gas,2017 ACURA RDX TECH, 86000,"$24,991", clean, automatic,, excellent, 4wd, silver, SUV, 6 cylinders, mid-size,24991
2406, gas,1993 toyota camry, 271000,$800, clean, automatic,, fair, fwd, green, wagon, 6 cylinders, full-size,800
2407, gas,2018 honda civic, 32545,"$19,800", clean, automatic,, like new, fwd, blue, sedan, 4 cylinders,,19800
2408, gas,2012 Audi A5, 175000,"$12,000", clean, automatic,, excellent, 4wd, blue, coupe, 4 cylinders, compact,12000
2409, gas,1997 1997 Ford Mustang Gt, 200000,"$3,500", clean, manual,, good, rwd, white, convertible, 8 cylinders, full-size,3500
2410, gas,2007 bmw 323i, 211,"$4,900", clean, automatic,, good, rwd, grey, sedan, 6 cylinders, mid-size,4900
2411, gas,2001 Honda Odyssey, 166000,"$4,900", clean, automatic,, like new, fwd, silver, mini-van, 6 cylinders, full-size,4900
2412, gas,2003 nissan altima 2.5 s, 164000,"$3,800", clean, automatic,, excellent, fwd,, sedan, 4 cylinders,,3800
2413, gas,2020 hyundai elantra, 19000,"$17,900", clean, automatic,, like new,,, sedan,,,17900
2414, gas,2004 infiniti g35, 150000,"$8,800", clean, manual,,,,,,,,8800
2415, gas,2011 audi q5, 115000,"$16,900", clean, automatic,,,,,,,,16900
2416, gas,1990 Honda civic si, 160000,"$2,500", clean, manual,, fair,,,, 4 cylinders,,2500
2417, gas,1998 ford f250 4x4, 300000,"$6,000", clean, automatic,,,,,,,,6000
2418, gas,2015 chrysler 200, 59000,"$14,500", clean, automatic,, like new, fwd, grey, sedan, 4 cylinders, full-size,14500
2419, gas,2011 mercedes benz g550, 63000,"$67,900", clean, automatic,, excellent, 4wd,,, 8 cylinders,,67900
2420, gas,2003 acura 3.5 rl, 225000,"$2,499", clean, automatic,,,,,,,,2499
2421, gas,2004 honda civic, 285000,"$1,999", clean, manual,, good, fwd, blue, coupe, 4 cylinders, full-size,1999
2422, gas,2013 toyota sienna, 202000,"$9,000", clean, automatic,, good, fwd, silver, mini-van, 6 cylinders, full-size,9000
2423, gas,2009 2009, 273429,"$9,500", clean, automatic,, good, fwd, white, van, 4 cylinders, full-size,9500
2424, gas,2004 nissan quest s, 200000,"$2,500", clean, automatic,, like new, fwd, grey, mini-van, 6 cylinders, full-size,2500
2425, gas,2015 2015 Chevrolet Spark, 65800,"$4,500", clean, manual,, like new, fwd, black, hatchback, 4 cylinders, compact,4500
2426, gas,2008 kia rondo ex, 170000,"$2,900", clean, automatic,, excellent, fwd, grey, hatchback, 6 cylinders, full-size,2900
2427, other,2008 Ford F-150 XLT Lariat, 232900,"$12,500", clean, automatic,,, 4wd, red, pickup,,,12500
2428, gas,2006 Honda odyssey exl, 230000,"$3,500", clean, automatic,, like new, fwd, brown, mini-van, 6 cylinders, full-size,3500
2429, gas,2005 Ford Focus ZXW, 301000,"$1,800", clean, automatic,, good, fwd, grey, wagon, 4 cylinders, full-size,1800
2430, gas,2005 Ford Focus, 275000,"$2,999", clean, automatic,, good, 4wd, red, SUV, 8 cylinders, full-size,2999
2431, gas,2007 nissan sentra, 200000,"$3,000", clean, automatic,,,,,,,,3000
2432, gas,2007 bmw 323i, 128000,"$4,900", clean, automatic,, good, rwd, silver, sedan, 6 cylinders, mid-size,4900
2433, gas,2018 kia forte, 60,"$11,999", rebuilt, automatic,, new, fwd, grey,, 4 cylinders, compact,11999
2434, gas,2012 bmw x6, 87000,"$22,900", rebuilt, automatic,, excellent,,,, 6 cylinders,,22900
2435, gas,2009 bmw 3 series 335i, 96,"$17,999", clean, automatic,, excellent, 4wd, white, coupe, 6 cylinders, mid-size,17999
2436, gas,2014 bmw 335xi, 49939,"$29,900", clean, automatic, WBA3B9C59EF588193,,,,,,,29900
2437, gas,2012 jeep liberty 4x4, 145000,"$8,900", clean, automatic,, like new, 4wd, silver, SUV, 6 cylinders, full-size,8900
2438, gas,2017 Honda accord, 84043,"$19,888", clean, automatic,,, fwd, grey,, 4 cylinders,,19888
2439, gas,2015 lincoln mkc reserve, 25000,"$24,950", clean, automatic, 5LMTJ2AHOFUJ31255, like new, 4wd, white, SUV, 4 cylinders, mid-size,24950
2440, diesel,2013 Mercedes-Benz GL 350 BlueTEC, 140001,"$26,888", clean, automatic,,,, white, SUV,,,26888
2441, electric,2018 Tesla Model 3, 63000,"$54,500", clean, automatic,,,,,,,,54500
2442, gas,2017 audi q5, 40063,"$32,900", clean, automatic,, excellent, 4wd, white, SUV, 4 cylinders, compact,32900
2443, gas,2014 mazda cx-5, 63000,"$16,400", clean, automatic,, excellent, 4wd, white, SUV, 4 cylinders, mid-size,16400
2444, gas,2007 honda pilot ex-l, 217000,"$7,750", clean, automatic,, good, 4wd, grey, SUV, 6 cylinders,,7750
2445, hybrid,2018 Toyota Prius Prime 2018, 35001,"$25,500", clean, automatic,, excellent, fwd, white, hatchback, 4 cylinders, compact,25500
2446, other,2008 Ford F-150 XLT Lariat, 232900,"$12,500", clean, automatic,,, 4wd, red, pickup,,,12500
2447, gas,2008 Toyota Rav4, 158000,"$10,500", clean, automatic,, new, 4wd, grey, sedan, 4 cylinders, mid-size,10500
2448, gas,2009 volvo xc90, 112000,"$10,999", clean, automatic,, new, 4wd, black, SUV, 6 cylinders, full-size,10999
2449, gas,2001 volvo s40, 216000,"$2,500", clean, automatic,, new, fwd, white, sedan, 4 cylinders, mid-size,2500
2450, gas,2020 Mitsubishi Outlander, 11108,"$31,980", clean, automatic, JA4JZ4AX0LZ603425, excellent, 4wd, grey, SUV,,,31980
2451, gas,2014 mazda 3, 92000,"$10,500", clean, automatic,, excellent, fwd, brown, sedan,, mid-size,10500
2452, gas,2005 toyota corolla, 130000,"$4,995", clean, automatic,, good, fwd, blue, sedan, 4 cylinders, mid-size,4995
2453, gas,2008 ford f150 4x4, 225000,"$7,500", clean, automatic,, like new, 4wd, black, truck, 8 cylinders, full-size,7500
2454, gas,2016 Mercedes-Benz C-Class, 91594,"$25,980", clean, automatic, 55SWF4KB8GU171975, excellent, 4wd, blue, sedan,,,25980
2455, gas,1998 honda cr-v, 1234,$123, parts only, automatic,,,,,,,,123
2456, gas,2004 ford f-150, 1234,$123, parts only, automatic,,,,,,,,123
2457, gas,2002 Honda Accord, 196000,"$2,900", clean, automatic,, excellent, fwd, black, sedan, 4 cylinders, full-size,2900
2458, gas,2018 honda hrv, 46069,"$19,990", clean, automatic, 3CZRU5H5XJM100379, like new, fwd, black, SUV, 4 cylinders, mid-size,19990
2459, gas,2009 lincoln town car, 453100,"$2,800", clean, automatic,,, rwd, black,, 8 cylinders, full-size,2800
2460, gas,2017 Mercedes-Benz C-Class, 85568,"$29,980", clean, automatic, 55SWF4KB8HU179088, excellent, 4wd, black, sedan,,,29980
2461, gas,2017 2017 Mercedes-Benz AMG C43, 56382,"$51,995", clean, automatic, WDDWK6EB2HF445730,,,,,,,51995
2462, gas,2006 Nissan xtrail, 184786,"$4,950", clean, automatic,, good, 4wd, grey, SUV, 4 cylinders, mid-size,4950
2463, gas,2010 Nissan Versa, 75000,"$5,800", rebuilt, automatic,, good, fwd,, hatchback, 4 cylinders,,5800
2464, diesel,2000 Volvo, 123456,"$45,000", clean, manual,, fair, rwd, blue, truck, 6 cylinders, full-size,45000
2465, gas,2009 acura tsx, 165000,"$8,800", clean, automatic,, excellent,,,, 4 cylinders,,8800
2466, diesel,2015 ford f350 diesel, 96000,"$59,000", clean, automatic,, like new, 4wd, white, truck, 8 cylinders, full-size,59000
2467, gas,2015 2015, 106436,"$25,000", clean, automatic,, good,, silver, mini-van,, mid-size,25000
2468, gas,2021 mazda mazda3 sport gt, 1877,"$37,900", clean, automatic, JM1BPBMY1M1321660, like new, 4wd, grey, hatchback, 4 cylinders, compact,37900
2469, gas,2001 Honda Odyssey, 375305,"$2,900", clean, automatic, 2HKRL18631H004996, excellent, fwd, brown, mini-van, 6 cylinders,,2900
2470, gas,2018 nissan rogue, 17000,"$27,888", clean, automatic, 5N1AT2MV8JC749654, excellent, 4wd, white, SUV, 4 cylinders, mid-size,27888
2471, gas,2018 mazda cx-5, 60400,"$28,888", clean, automatic, JM3KFBDM8J0315444, excellent, 4wd, blue, SUV, 4 cylinders, mid-size,28888
2472, gas,2003 chevy malibu, 134500,"$2,500", clean, automatic,, good, rwd, red, sedan, 6 cylinders, mid-size,2500
2473, gas,2004 2004, 315000,"$2,000", clean, automatic,,,,,,,,2000
2474, gas,2015 FORD F-150, 113000,"$29,999", clean, automatic, 1FTEW1EPXFKE90797,, 4wd, black, truck, 6 cylinders, full-size,29999
2475, gas,2011 kia forte, 103876,"$4,100", clean, manual,, good, fwd, black, sedan, 4 cylinders, mid-size,4100
2476, gas,2017 Mercedes-Benz C-Class, 53113,"$33,980", clean, automatic, 55SWF4KB3HU214863, excellent, 4wd,, sedan,,,33980
2477, gas,2007 ford f-150 xl, 187600,"$3,000", clean, automatic,, fair, fwd, white, pickup, 8 cylinders, full-size,3000
2478, gas,2006 Ford, 240000,"$4,900", clean, automatic,,,,,,,,4900
2479, gas,2019 Mercedes-Benz GLE 400, 42680,"$53,980", clean, automatic, 4JGDA5GB0KB201841, excellent, 4wd, black, SUV,,,53980
2480, gas,2005 toyota tacoma, 147000,"$11,850", rebuilt, automatic,, like new, rwd, silver, truck, 4 cylinders, full-size,11850
2481, gas,2018 2018 nissan murano platinum awd, 25000,$632, clean, automatic,, like new, 4wd, white, SUV, 6 cylinders, full-size,632
2482, diesel,2008 international 4300, 252000,"$10,800", clean, automatic,, good, rwd, white, truck, 6 cylinders, full-size,10800
2483, gas,2019 land rover range rover velar, 18000,"$46,000", clean, automatic,, like new, 4wd, black, SUV, 4 cylinders, full-size,46000
2484, gas,2016 subaru wrx, 101400,"$21,850", clean, automatic, JF1VA1L61G8824891, excellent, 4wd, grey, sedan, 4 cylinders, mid-size,21850
2485, gas,2007 2007 Mazda 5, 180000,"$3,600", clean, automatic,, good,, white, mini-van,,,3600
2486, gas,2006 toyota corolla, 98000,"$6,000", clean, automatic,, excellent, fwd, silver, sedan, 4 cylinders,,6000
2487, gas,2012 mazda 3, 130219,"$7,850", clean, manual, JM1BL1UF2C1579933, good, fwd, blue, sedan, 4 cylinders, mid-size,7850
2488, gas,2019 Mercedes-Benz GLE 400, 36588,"$53,980", clean, automatic, 4JGDA5GB4KB204970, excellent, 4wd,, SUV,,,53980
2489, gas,2017 nissan 370z nismo, 35169,"$36,888", clean, manual,, excellent, rwd,,, 6 cylinders,,36888
2490, hybrid,2020 ford fusion hybrid titanium, 13673,"$23,888", clean, automatic,,,, blue,,,,23888
2491, electric,2019 2019 Hyundai IONIQ, 19209,"$29,995", clean, automatic, KMHC05LH3KU034727,,,,,,,29995
2492, electric,2016 nissan leaf sv hatchback 4d, 37500,"$18,200", clean, automatic,, like new,, silver, hatchback, other, compact,18200
2493, gas,2006 2006 honda odyssey ex, 233244,"$6,900", clean, automatic,, good, fwd, grey, mini-van, 6 cylinders, full-size,6900
2494, gas,2018 Mazda Mazda3 Sport, 70089,"$15,980", clean, automatic, 3MZBN1L76JM227861, excellent, fwd,, hatchback,,,15980
2495, hybrid,2019 kia niro plug-in hybrid, 10870,"$34,000", clean, automatic, KNDCC3LD6K5289203, like new, fwd, blue, hatchback,, mid-size,34000
2496, gas,2018 mazda 3, 23008,"$15,250", clean, automatic,, like new, fwd, blue, sedan, 4 cylinders, full-size,15250
2497, gas,2000 Toyota RAV4 4wd, 245000,"$4,980", clean, manual,, good, 4wd, grey, hatchback, 4 cylinders,,4980
2498, gas,1997 BMX 528i, 210000,"$1,200", clean, automatic,,,,,, 6 cylinders,,1200
2499, gas,2016 ford explorer, 80000,"$26,500", clean, automatic,, like new,, white, SUV, 6 cylinders, full-size,26500
2500, gas,2006 bmw 3 series 325i, 174093,"$5,800", clean, automatic,, excellent, rwd, blue, sedan, 6 cylinders,,5800
2501, gas,2005 honda odyssey, 224126,"$4,350", clean, automatic,, fair, fwd, silver, mini-van,, full-size,4350
2502, gas,2015 Kia Sorento, 83524,"$16,980", clean, automatic, 5XYKTDA74FG633638, excellent, 4wd, grey, SUV,,,16980
2503, gas,2019 audi a4, 8000,"$45,000", clean, automatic,, like new, 4wd, blue, sedan, 4 cylinders, mid-size,45000
2504, gas,2003 Nissan 350z, 200000,"$8,250", clean, automatic,, good, rwd, silver,, 6 cylinders,,8250
2505, gas,2017 mazda cx-5, 62225,"$21,995", clean, automatic, JM3KFABL5H0122179, excellent, 4wd, black, SUV, 4 cylinders, mid-size,21995
2506, gas,2012 HONDA RIDGELINE TOURING, 155000,"$21,500", clean, automatic,, excellent, 4wd, white, truck, 6 cylinders, mid-size,21500
2507, gas,2008 honda civic, 124000,"$5,650", clean, automatic,, good, fwd, black, sedan, 4 cylinders, full-size,5650
2508, gas,2015 bmw 428i xdrive gran coupe, 84000,"$21,900", clean, automatic, WBA4A7C57FD415376, excellent, 4wd, grey, sedan, 4 cylinders,,21900
2509, gas,2016 Kia Forte, 91710,"$9,980", clean, automatic, KNAFK4A6XG5449033, excellent, fwd, white, sedan,,,9980
2510, gas,2016 chrysler 200 LX, 100000,"$8,900", clean, automatic, 1C3CCCFB7GN133970, excellent, fwd, black, sedan, 4 cylinders,,8900
2511, gas,1998 Toyota 4Runner, 561500,"$6,500", clean, manual,, good, 4wd, blue, SUV,,,6500
2512, gas,2010 2010 Suzuki Grand Vitara, 141000,"$7,000", clean, automatic,, good, 4wd, brown, SUV, 4 cylinders, mid-size,7000
2513, gas,2002 Toyota Camry, 226400,"$3,280", clean, automatic,,,,,,,,3280
2514, gas,2003 Honda Civic, 161000,"$3,300", clean, automatic,, good, rwd, black, sedan, 4 cylinders, compact,3300
2515, gas,1999 Toyota Corolla, 246200,"$1,888", clean, automatic,, good, fwd, blue, sedan, 4 cylinders,,1888
2516, gas,1999 Toyota Corolla, 244600,"$1,488", clean, automatic,,,,,,,,1488
2517, gas,2018 Kia Niro, 27783,"$25,980", clean, manual, KNDCE3LCXJ5129454, excellent, fwd,, SUV,,,25980
2518, gas,2001 Toyota Sienna, 225700,"$2,888", clean, automatic,, excellent, fwd, green, mini-van,,,2888
2519, gas,2009 Subaru Outback, 211000,"$6,900", clean, automatic,, excellent, 4wd, white, wagon,,,6900
2520, gas,1967 chevy grumman, 40000,"$4,888", missing, manual,, good, rwd, silver, van, 6 cylinders, full-size,4888
2521, gas,1999 toyota corolla, 188000,"$2,400", clean, automatic,, excellent, fwd, red, sedan, 4 cylinders,,2400
2522, gas,2006 mercedes benz clk500, 67000,"$13,500", clean, automatic, WDBTJ75J76F181512, like new, rwd, silver, coupe, 8 cylinders, full-size,13500
2523, gas,2008 Subaru Outback, 203000,"$5,900", clean, automatic,, excellent, 4wd, blue,, 5 cylinders,,5900
2524, gas,2009 volkswagen tiguan, 219000,"$3,900", clean, automatic,,,, blue, SUV, 4 cylinders,,3900
2525, gas,2007 Subaru Impreza, 312000,"$3,800", clean, automatic,, good, 4wd, grey,,,,3800
2526, gas,2008 pontiac wave, 116000,"$2,888", clean, manual,, good,,,,,,2888
2527, gas,2013 Hyundai Veloster, 203624,"$3,980", clean, automatic, KMHTC6ADXDU102151, excellent, fwd,, hatchback,,,3980
2528, gas,2007 Nissan Versa, 255850,"$3,250", clean, automatic,, excellent, fwd, white, hatchback, 4 cylinders,,3250
2529, gas,2009 2009 VW Eos, 168000,"$9,000", clean, automatic,, excellent, fwd, silver, convertible, 4 cylinders, compact,9000
2530, gas,2008 Nissan Versa, 223500,"$3,888", clean, automatic,, excellent, fwd, red, hatchback, 4 cylinders,,3888
2531, gas,2004 honda civic, 135000,"$4,300", rebuilt, automatic,, excellent, fwd, blue, sedan, 4 cylinders,,4300
2532, gas,2002 BMW X5 4.4L, 270000,"$2,400", clean, automatic,, fair, 4wd, black, SUV, 8 cylinders, full-size,2400
2533, gas,2014 volkswagen jetta, 140856,"$9,850", clean, manual,,,,,,,,9850
2534, gas,2006 toyota matrix, 148980,"$4,200", clean, automatic,, good, fwd, blue, hatchback, 4 cylinders, compact,4200
2535, gas,1998 jeep grand cherokee, 360000,"$3,200", clean, automatic,,, 4wd, grey, SUV, 8 cylinders,,3200
